# Dense upper arc; sparse lower edge
# coords in [0,2000] x [0,2000]
0,1400
33,1426
67,1452
100,1478
133,1504
167,1529
200,1555
233,1579
267,1603
300,1627
333,1650
367,1672
400,1694
433,1715
467,1735
500,1754
533,1772
567,1789
600,1805
633,1819
667,1833
700,1846
733,1857
767,1867
800,1876
833,1883
867,1889
900,1894
933,1897
967,1899
1000,1900
1033,1899
1067,1897
1100,1894
1133,1889
1167,1883
1200,1876
1233,1867
1267,1857
1300,1846
1333,1833
1367,1819
1400,1805
1433,1789
1467,1772
1500,1754
1533,1735
1567,1715
1600,1694
1633,1672
1667,1650
1700,1627
1733,1603
1767,1579
1800,1555
1833,1529
1867,1504
1900,1478
1933,1452
1967,1426
2000,1400
0,200
500,50
1000,0
1500,80
2000,150
800,900
1100,850
