# Nearly vertical strip (stresses extreme-X handling)
# coords in [0,2000] x [0,2000]
990,0
991,29
992,58
993,87
994,116
990,145
991,174
992,203
993,232
994,261
990,290
991,319
992,348
993,377
994,406
990,435
991,464
992,493
993,522
994,551
990,580
991,609
992,638
993,667
994,696
990,725
991,754
992,783
993,812
994,841
990,870
991,899
992,928
993,957
994,986
990,1015
991,1044
992,1073
993,1102
994,1131
990,1160
991,1189
992,1218
993,1247
994,1276
990,1305
991,1334
992,1363
993,1392
994,1421
990,1450
991,1479
992,1508
993,1537
994,1566
990,1595
991,1624
992,1653
993,1682
994,1711
990,1740
991,1769
992,1798
993,1827
994,1856
990,1885
991,1914
992,1943
993,1972
994,0
980,0
1010,2000
