# Points along horizontal/vertical axes through center
# coords in [0,2000] x [0,2000]
1000,0
0,1000
1000,50
50,1000
1000,100
100,1000
1000,150
150,1000
1000,200
200,1000
1000,250
250,1000
1000,300
300,1000
1000,350
350,1000
1000,400
400,1000
1000,450
450,1000
1000,500
500,1000
1000,550
550,1000
1000,600
600,1000
1000,650
650,1000
1000,700
700,1000
1000,750
750,1000
1000,800
800,1000
1000,850
850,1000
1000,900
900,1000
1000,950
950,1000
1000,1000
1000,1050
1050,1000
1000,1100
1100,1000
1000,1150
1150,1000
1000,1200
1200,1000
1000,1250
1250,1000
1000,1300
1300,1000
1000,1350
1350,1000
1000,1400
1400,1000
1000,1450
1450,1000
1000,1500
1500,1000
1000,1550
1550,1000
1000,1600
1600,1000
1000,1650
1650,1000
1000,1700
1700,1000
1000,1750
1750,1000
1000,1800
1800,1000
1000,1850
1850,1000
1000,1900
1900,1000
1000,1950
1950,1000
1000,2000
2000,1000
200,200
1800,200
200,1800
1800,1800
