# Two separated blobs — hull bridges both
# coords in [0,2000] x [0,2000]
100,100
1600,1500
113,119
1611,1517
126,138
1622,1534
139,157
1633,1551
152,176
1644,1568
165,195
1655,1585
178,214
1666,1602
191,233
1677,1619
204,252
1688,1636
217,271
1699,1653
230,290
1710,1670
243,309
1721,1687
256,328
1732,1704
269,347
1743,1721
282,116
1754,1738
295,135
1765,1755
308,154
1776,1772
321,173
1787,1789
334,192
1798,1806
347,211
1809,1823
110,230
1820,1840
123,249
1831,1507
136,268
1842,1524
149,287
1853,1541
162,306
1864,1558
175,325
1875,1575
188,344
1886,1592
201,113
1897,1609
214,132
1608,1626
227,151
1619,1643
240,170
1630,1660
253,189
1641,1677
266,208
1652,1694
279,227
1663,1711
292,246
1674,1728
305,265
1685,1745
318,284
1696,1762
331,303
1707,1779
344,322
1718,1796
107,341
1729,1813
120,110
1740,1830
133,129
1751,1847
146,148
1762,1514
159,167
1773,1531
172,186
1784,1548
185,205
1795,1565
198,224
1806,1582
211,243
1817,1599
224,262
1828,1616
237,281
1839,1633
